transactions,date,day_of_week,customer_name,age_group,gender,occupation,city,township,platform,device_type,transaction_type,amount_mmk,fee_mmk,net_amount_mmk,status
TXN-MWLP-33672902,24-Jun-24,Monday,Naing Win,25-34,Male,Business Owner,Bago,Waw,KBZPay,Android,Cash Out,126500,2000,124500,Completed
TXN-TLMJ-69824725,17-Aug-24,Saturday,Nyein Wai,18-24,Male,Factory Worker,Naypyitaw,Dekkhina,Wave Money,Android,Cash Out,127000,1500,125500,Completed
TXN-WBPL-35084141,21-Sep-24,Saturday,Daw Moe,35-44,Male,Private Sector Employee,Mawlamyine,Kyaikmaraw,Wave Money,iOS,Cash Out,219500,2000,217500,Completed
TXN-PIYX-83615260,20-Dec-24,Friday,Daw Hlaing,25-34,Male,Business Owner,Mandalay,Patheingyi,CB Pay,iOS,P2P Transfer,500000,1000,499000,Completed
TXN-ANFI-24528284,19-Dec-24,Thursday,Nan Soe,55+,Male,Private Sector Employee,Naypyitaw,Pobbathiri,Wave Money,Feature Phone,Cash Out,59000,500,58500,Failed
TXN-BCPZ-99246670,6-Dec-24,Friday,Thu Khaing,35-44,Male,Teacher,Yangon,Bahan,AYAPay,Android,Cash Out,256500,4000,252500,Completed
TXN-QBYM-49179282,11-Jun-24,Tuesday,Zaw Win,18-24,Male,Government Employee,Mandalay,Maha Aungmye,Wave Money,Feature Phone,Cash Out,152500,2000,150500,Pending
TXN-HXWN-14966767,5-Mar-24,Tuesday,Shwe Moe,18-24,Male,Government Employee,Yangon,Hlaing,OK Dollar,Android,P2P Transfer,98500,1000,97500,Completed
TXN-EIAC-52092940,19-May-24,Sunday,Thida Aye,25-34,Male,Private Sector Employee,Yangon,Bahan,Wave Money,Feature Phone,Cash Out,500000,7500,492500,Completed
TXN-VDLS-32661116,29-Dec-24,Sunday,Thida Lwin,25-34,Male,Government Employee,Yangon,Thingangyun,CB Pay,iOS,P2P Transfer,37500,1000,36500,Completed
TXN-RZLM-31544913,19-May-24,Sunday,Shwe Zin,25-34,Male,Freelancer,Mandalay,Amarapura,KBZPay,Feature Phone,Cash Out,136500,2500,134000,Failed
TXN-CUIG-02783437,12-Mar-24,Tuesday,Phyo Kyaw,45-54,Female,Private Sector Employee,Yangon,Dagon,CB Pay,Android,Cash Out,412000,5000,407000,Completed
TXN-MLEA-58620747,20-Jun-24,Thursday,Zaw Lwin,25-34,Female,Trader / Merchant,Dawei,Yebyu,CB Pay,Android,P2P Transfer,170500,500,170000,Completed
TXN-VIPY-94971354,20-Jan-24,Saturday,Phyu Aye,18-24,Male,Government Employee,Naypyitaw,Ottarathiri,OK Dollar,Android,P2P Transfer,490000,1000,489000,Completed
TXN-PHQU-55757243,21-Apr-24,Sunday,Pyae Aye,18-24,Female,Freelancer,Yangon,Bahan,CB Pay,Android,P2P Transfer,61000,1000,60000,Completed
TXN-OZKS-38206108,10-Mar-24,Sunday,Thura Thu,25-34,Female,Private Sector Employee,Mandalay,Chanayethazan,CB Pay,iOS,P2P Transfer,88000,1000,87000,Failed
TXN-OTIG-20206552,17-Jan-24,Wednesday,Kyaw Moe,35-44,Female,Business Owner,Yangon,Bahan,OK Dollar,iOS,P2P Transfer,378500,500,378000,Completed
TXN-MNXV-94465247,10-Jun-24,Monday,Zaw Htay,18-24,Female,Freelancer,Naypyitaw,Ottarathiri,CB Pay,Feature Phone,P2P Transfer,47500,500,47000,Completed
TXN-DFFH-86675983,5-Mar-24,Tuesday,Thet Moe,45-54,Female,Business Owner,Myitkyina,Waingmaw,CB Pay,Android,P2P Transfer,112500,1000,111500,Completed
TXN-OWMP-31472514,4-Jun-24,Tuesday,Ma Oo,35-44,Male,Freelancer,Yangon,Mayangon,CB Pay,iOS,P2P Transfer,417500,500,417000,Completed
TXN-CRYE-62733284,7-Sep-24,Saturday,Naing Nyi,25-34,Female,Student,Yangon,Kamayut,OK Dollar,Android,Cash Out,42500,500,42000,Completed
TXN-DHDJ-32356118,15-Jan-24,Monday,Ma Kyaw,45-54,Female,Government Employee,Mandalay,Amarapura,AYAPay,Android,Cash Out,262000,3000,259000,Completed
TXN-GRVN-84922219,3-Sep-24,Tuesday,Khin Nge,25-34,Male,Student,Yangon,Sanchaung,AYAPay,iOS,Cash Out,314000,2500,311500,Completed
TXN-GKVP-63304624,17-Sep-24,Tuesday,Soe Wai,25-34,Female,Trader / Merchant,Bago,Tanatpin,CB Pay,iOS,P2P Transfer,202000,1000,201000,Completed
TXN-BHTR-35236846,23-Jan-24,Tuesday,Khin Aung,55+,Female,Business Owner,Myitkyina,Myitkyina Township,CB Pay,Android,P2P Transfer,74000,1000,73000,Completed
TXN-BSCR-79345298,19-Jun-24,Wednesday,Khin Nyi,18-24,Female,Business Owner,Mandalay,Patheingyi,AYAPay,iOS,Cash Out,237500,1500,236000,Completed
TXN-QMOI-07192244,4-Feb-24,Sunday,Daw Hlaing,35-44,Male,Trader / Merchant,Yangon,Mayangon,KBZPay,Android,Cash Out,43500,1000,42500,Failed
TXN-YXRQ-16782835,12-Mar-24,Tuesday,Ma Aye,25-34,Male,Private Sector Employee,Yangon,Mayangon,KBZPay,Feature Phone,Cash Out,500000,7500,492500,Completed
TXN-BAHU-08853111,3-Dec-24,Tuesday,Ma Khaing,35-44,Female,Business Owner,Mawlamyine,Mudon,OK Dollar,Android,P2P Transfer,70000,500,69500,Completed
TXN-KMSF-21396237,24-Sep-24,Tuesday,Khin San,35-44,Male,Private Sector Employee,Yangon,Bahan,KBZPay,Android,Cash Out,373500,6500,367000,Completed
TXN-OAHH-74151097,11-Feb-24,Sunday,Mg Zin,55+,Female,Private Sector Employee,Yangon,Thingangyun,OK Dollar,Android,P2P Transfer,241000,1000,240000,Failed
TXN-GHDJ-26479528,19-Jul-24,Friday,Min Nge,35-44,Female,Private Sector Employee,Yangon,Dagon,OK Dollar,Android,P2P Transfer,226500,500,226000,Completed
TXN-OQYJ-41016216,9-Jan-24,Tuesday,Pyae Lwin,25-34,Male,Student,Yangon,Kamayut,AYAPay,Android,Cash Out,117000,1000,116000,Completed
TXN-UBWP-72411728,29-Jan-24,Monday,Naing Thu,25-34,Female,Business Owner,Mandalay,Maha Aungmye,KBZPay,Android,Cash Out,500000,6000,494000,Completed
TXN-KUXJ-61315641,26-Aug-24,Monday,Myo Nge,35-44,Male,Business Owner,Yangon,Mingaladon,CB Pay,Android,P2P Transfer,226000,500,225500,Completed
TXN-IVQF-60114262,20-May-24,Monday,Naing Zaw,45-54,Male,Farmer,Yangon,Sanchaung,CB Pay,Android,Cash Out,188000,3500,184500,Completed
TXN-BCZK-58974341,8-Dec-24,Sunday,Aung Nyi,35-44,Female,Business Owner,Mandalay,Maha Aungmye,OK Dollar,Android,P2P Transfer,92000,500,91500,Completed
TXN-FZGA-62416833,25-May-24,Saturday,Nyein Khaing,25-34,Male,Trader / Merchant,Yangon,Kamayut,CB Pay,Android,P2P Transfer,500000,500,499500,Completed
TXN-OTZP-48823627,15-May-24,Wednesday,Daw Lin,25-34,Male,Freelancer,Mandalay,Maha Aungmye,CB Pay,Android,Cash Out,217000,2000,215000,Completed
TXN-BGCP-26931528,23-May-24,Thursday,Nyein Aung,25-34,Male,Student,Yangon,Bahan,KBZPay,Android,Cash Out,134000,1500,132500,Completed
TXN-GCHF-92750609,9-Feb-24,Friday,Mg Win,25-34,Female,Private Sector Employee,Pathein,Maubin,CB Pay,Android,P2P Transfer,71000,1000,70000,Completed
TXN-OCNA-93390740,30-Nov-24,Saturday,Ko Mon,45-54,Female,Private Sector Employee,Yangon,Mingaladon,OK Dollar,Android,P2P Transfer,275000,1000,274000,Completed
TXN-BLDT-28100550,7-Sep-24,Saturday,Su Htay,35-44,Female,Trader / Merchant,Yangon,Hlaing,Wave Money,Android,Cash Out,147000,1500,145500,Pending
TXN-WYXQ-01348927,5-Mar-24,Tuesday,Yee Zin,18-24,Female,Trader / Merchant,Mandalay,Patheingyi,KBZPay,Android,Cash Out,500000,3500,496500,Completed
TXN-NDOI-09441337,26-Jul-24,Friday,Thida Naing,25-34,Male,Business Owner,Mandalay,Maha Aungmye,OK Dollar,Android,P2P Transfer,425000,500,424500,Completed
TXN-TGEJ-66219408,22-Apr-24,Monday,Nge Kyaw,25-34,Male,Freelancer,Mandalay,Chanayethazan,AYAPay,Android,Cash Out,89000,1000,88000,Completed
TXN-DOZL-15948358,12-Jun-24,Wednesday,Su Mon,25-34,Female,Business Owner,Pathein,Yegyi,KBZPay,Feature Phone,Cash Out,187000,3500,183500,Completed
TXN-KPEQ-28181659,5-Mar-24,Tuesday,Ko Maung,45-54,Female,Business Owner,Bago,Bago Township,OK Dollar,Android,P2P Transfer,119000,500,118500,Completed
TXN-IDOE-01407855,25-Mar-24,Monday,Wai Khaing,45-54,Female,Business Owner,Yangon,Insein,CB Pay,Android,P2P Transfer,81000,500,80500,Completed
TXN-TJUM-16604707,8-Oct-24,Tuesday,Soe Kyaw,35-44,Male,Government Employee,Yangon,Bahan,Wave Money,iOS,Cash Out,77000,500,76500,Completed
TXN-VZBH-42395136,22-Apr-24,Monday,Ma Khaing,25-34,Male,Private Sector Employee,Yangon,Sanchaung,KBZPay,Android,Cash Out,115000,1000,114000,Completed
TXN-ZFTI-16619610,6-Apr-24,Saturday,Kyaw Aye,18-24,Female,Business Owner,Naypyitaw,Zabuthiri,OK Dollar,Android,Cash Out,188000,1500,186500,Completed
TXN-SQJX-51041991,13-Jun-24,Thursday,Thura Thant,45-54,Female,Farmer,Myitkyina,Waingmaw,OK Dollar,Android,Cash Out,87500,1000,86500,Completed
TXN-MMIB-99008426,7-Nov-24,Thursday,Thu Lwin,35-44,Male,Business Owner,Yangon,Sanchaung,OK Dollar,iOS,Cash Out,70500,500,70000,Completed
TXN-IMIO-91550412,28-Sep-24,Saturday,Daw Thant,25-34,Female,Private Sector Employee,Naypyitaw,Zabuthiri,KBZPay,Feature Phone,Cash Out,184500,2500,182000,Completed
TXN-GPAO-51442511,3-Mar-24,Sunday,Thu Hlaing,25-34,Female,Freelancer,Yangon,Dagon,CB Pay,iOS,P2P Transfer,469500,500,469000,Completed
TXN-AQCT-45119089,16-Jun-24,Sunday,Ko Oo,45-54,Female,Private Sector Employee,Mandalay,Amarapura,Wave Money,Android,Cash Out,195500,2000,193500,Failed
TXN-SYNN-61208434,1-Jan-24,Monday,Htet Khaing,45-54,Male,Trader / Merchant,Naypyitaw,Pobbathiri,CB Pay,iOS,P2P Transfer,205500,500,205000,Completed
TXN-CEWM-42999048,31-Mar-24,Sunday,Htet Hlaing,55+,Female,Government Employee,Mandalay,Amarapura,CB Pay,Feature Phone,P2P Transfer,48000,500,47500,Completed
TXN-IKKK-64230645,5-Jun-24,Wednesday,Min Win,25-34,Female,Trader / Merchant,Naypyitaw,Dekkhina,AYAPay,iOS,Cash Out,202000,1500,200500,Completed
TXN-XUQN-60202409,10-Nov-24,Sunday,Ei Naing,25-34,Male,Business Owner,Bago,Tanatpin,CB Pay,Android,P2P Transfer,250000,1000,249000,Completed
TXN-DRIX-49898679,17-Sep-24,Tuesday,Yee Lwin,18-24,Female,Private Sector Employee,Naypyitaw,Zabuthiri,CB Pay,Android,P2P Transfer,48500,500,48000,Completed
TXN-WMQT-06595346,13-Apr-24,Saturday,Shwe Kyaw,18-24,Male,Trader / Merchant,Naypyitaw,Zabuthiri,OK Dollar,Android,P2P Transfer,217000,1000,216000,Completed
TXN-VSQV-40486531,4-Oct-24,Friday,Ma Lwin,45-54,Male,Government Employee,Yangon,Kamayut,CB Pay,Feature Phone,P2P Transfer,133000,1000,132000,Completed
TXN-YMYK-15526993,29-Jul-24,Monday,Naing Htun,25-34,Female,Business Owner,Mandalay,Patheingyi,CB Pay,Feature Phone,P2P Transfer,193000,500,192500,Completed
TXN-IWOW-87476191,8-Dec-24,Sunday,Aung Nge,55+,Male,Factory Worker,Taunggyi,Taunggyi Township,OK Dollar,Android,P2P Transfer,100000,500,99500,Completed
TXN-WJZB-84246896,3-Aug-24,Saturday,Myat Win,18-24,Female,Student,Dawei,Longlon,KBZPay,Android,Cash Out,177500,3000,174500,Failed
TXN-CZPF-16249543,21-Apr-24,Sunday,Phyo Thu,35-44,Female,Trader / Merchant,Yangon,Bahan,AYAPay,Android,Cash Out,89500,1500,88000,Completed
